15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
15000,300000000,0.00,1000,1
0,0,0.00,1000,2
0,0,0.00,1000,2
0,0,0.00,1000,2
0,0,0.00,1000,2
0,0,0.00,1000,2
0,0,0.00,1000,2
0,0,0.00,1000,2
0,0,0.00,1000,2
0,0,0.00,1000,2
0,0,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
15000,300000000,0.00,1000,2
